"Acc_Training_Poly","Acc_Test_Poly","Acc_Training_Sigmoid","Acc_Test_Sigmoid","Acc_Training_RBF","Acc_Test_RBF"
0.49890302764370337,0.4918200408997955,0.4655550680122861,0.47443762781186094,0.4686265906099166,0.4897750511247444
